"","link","usernames","user_locations","ratings","dates","text"
"11","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=10&sort_by=date_asc","Kayre L.","Atlanta, GA",4,2009-06-20,"I've lived in Columbus over a year now, 5 mins away from this location and I finally made it down to check it out. I'd been told it was the best Mexican in Columbus - I don't know if I'd go that far, but it was pretty good.Went with a couple friends on a Friday night and there were a ton of people waiting - even though it was kind of a late dinner. I had the yucatan style chicken which was good. One of my friends had a spinach quesadilla and the other had something pretty standard... a burrito maybe? Anyway, they both really liked their meals. The prices were reasonable and portions were pretty big.They have an awesome patio - which is always a plus. It's pretty big and has nice big comfy chairs =)"
"12","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=10&sort_by=date_asc","Tory A.","San Francisco, CA",3,2009-07-13,"El Vaquero was pretty good when I went, especially for a Mexican restaurant in Ohio (one of the least Mexican locales I can think of), although it is was explained to me that the place is really more Tex-Mex. Having never been to Texas, I don't know what that means. I guess the food should have been served in a ten gallon hat. Anyway, I ordered a chicken fajita, which was good (not spectacular, but nice), and so was the complimentary chips and accompanying order of guacamole (though mine had a bit too much garlic in it). The atmosphere was friendly enough and my margarita went down smooth. I liked it. It's probably one of the best Mexican/Tex-Mex options in C-Bus."
"13","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=10&sort_by=date_asc","jenn w.","CA, CA",3,2009-08-06,"I went here on vacation with family - for Ohio, this is good Mexican food. Being from California, I'd go again and here's what I'd order: carnitas - very authentic and tasty. I ordered a taco and forgot that it would be a hard shell (argh!), expecting a nice soft tortilla with minimal trimmings (i.e. NO cheese!). I'd avoid the chicken next time (in creamy like sauce, not sure what that's about). The salsa was excellent and you can order pico de gallo. Also, the staff all speak Spanish and I was able to order better for my kids in the native tongue."
"14","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=10&sort_by=date_asc","Michael K.","Alameda, CA",4,2009-09-01,"Vaquero has been a solid place for years, became a staple in HS, mid 90's, and is still a fav to this day.  Whenever i am home to visit i make a point to stop in.  Dave behind the Bar is great, my mother says he poors a great glass of Chardonnay! Fajitas are good, i get one of the combination plates, service is quick and friendly.  Chips are great!Added outdoor seating in the last couple years!"
"15","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=10&sort_by=date_asc","Sara C.","Columbus, OH",3,2009-11-11,"The boy and I came here with his parents and uncle and aunt, the latter of which are such regular customers that the waitress knew their order already.Not being a particular fan of Mexican food, I hunted through the menu for something relatively non-spicy / potentially destructive to my digestive system.  I settled for a taco salad in a deep fried bowl.  The chips and salsa were excellent -- mild, but plenty spicy for my tastes.  The food itself was solid enough and reminded me of the 24-hour place near campus that we used to go to at one in the morning when there was nothing else to do in La Mirada, California."
"16","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=10&sort_by=date_asc","James H.","Columbus, OH",5,2009-11-21,"El Vaquero became a regular stop for me on Saturday nights after OSU games. This place is usually crowded but the wait has never been more than 10-15 minutes. It seems everyone working there takes care of everyone, great team effort. Great food my favorites #143, #50 and the chicken tamale.One busy Saturday while waiting we went to the bar and met Lorena who made us the best margaritas I've ever had. We now eat at the bar so we can eat, drink,watch games and enjoy Lorena's hospitality. Give this place a try you won't be sorry."
"17","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=10&sort_by=date_asc","Sarcastic T.","San Francisco, CA",4,2009-12-01,"I've been coming here for years and it is a bit of a nostalgia trip for me to come here whenever I'm back in town. Nothing much has changed: the salsa is the same and I still love it. The margaritas are still cheap. The dishes are huge and tasty and cheap. I don't really care if it is ""authentic"" or not - it's a great, cheap (but always crowded) place to meet friends and pig out."
"18","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=10&sort_by=date_asc","Yanyao N.","Seattle, WA",3,2009-12-08,"Usually I prefer my Mexican food to come from shady little taquerias late at night in Chicago but when visiting friends that consist of: a 2-year old, a non-red meat eater, and a pregnant vegetarian, it is wise to follow their dinner recommendations. 01. This place gets ridiculously busy on a Friday night.02. You will stuff your face with the chips and salsa. So spicy. So good.03. You will stuff your face with the refried beans. Best refried beans I have had. Nothing else on the menu really stood out, but nothing was terrible either. The service was wonderfully attentive for how busy they were. They even brought out fried ice cream with cinnamon sugar for the little one."
"19","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=10&sort_by=date_asc","Nicole T.","Columbus, OH",2,2010-05-10,"The food is okay, but every time I go in, they forget I'm there and I end up spending 2 and a half hours sitting, waiting for things.... when I'm not drinking.  So the sobriety makes it hard. Maybe I'll go and drink and see if the wait goes faster."
"20","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=10&sort_by=date_asc","Janet F.","Morgantown, WV",4,2010-05-15,"I love this restaurant! The food is probably the best Mexican you'll find in Ohio! The staff is actually of Mexican descent so they seem to know what Mexican food is supposed to taste like, damn the seemingly blander tastes often demanded in the states closer to Canada rather than Mexico.Of course, it has one drawback. If you've ever been to Tijuana or the border towns in California you know that the best Mexican food comes from the dirtiest dives. El Vaquero isn't as tidy as I usually like for a restaurant... but oh man, the food makes up for it. Germs die when heated up, right?!"
"21","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=20&sort_by=date_asc","D. F.","Columbus, OH",2,2010-08-17,"I went here based off of other reviews, and I can't understand where people are coming from.  I'm from Phoenix, and I'm Mexican so I grew up eating good Mexican food.The salsa was a little mild, but it was good.  The chips were good as well, and the beans tasted like the homemade stuff.  Those were quality.  Everything else was bad.  The rice was tasteless, the guacamole had so much cilantro I couldn't taste anything else, the red sauce on my bean burrito tasted like spaghetti sauce, and while the service was good, the place was ridiculously noisy.  Mostly though, the food was horrible, and I won't be going back."
"22","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=20&sort_by=date_asc","Enrique G.","Upper Arlington, OH",5,2010-09-04,"Been a long time since I have been here.  Took my son to lunch there while having his car fixed.  Good food at a good price."
"23","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=20&sort_by=date_asc","Aris Y.","Seattle, WA",2,2010-10-02,"After three visits, this place gets 2.5 stars at best. There's nothing really special about the food here, pretty plain/bland. The last thing I got here were three steak tacos. The meat was okay, not really tasty. I'm sorry, but it was not worth the money. The steak tacos at taco bell are tastier. Bam.If you're going to go here, be sure to print off the coupons off  their website to make it worth it."
"24","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=20&sort_by=date_asc","Seth D.","Columbus, OH",3,2010-11-15,"As far as central Ohio Mexican food goes, this isn't too bad. The service is fast and accurate, the food is heavy and satisfying, there are better places you can go that will do better though."
"25","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=20&sort_by=date_asc","Amanda K.","Columbus, OH",4,2011-02-27,"A good Mexican place. Nice vegetarian options. Also a fun place to go with your gal pals and drink margaritas."
"26","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=20&sort_by=date_asc","S B.","Columbus, OH",1,2011-03-11,"I will probably never return to this location again.  I went on a weeknight with my husband and mom, who was visiting from out of town.  We were seated at a half circular booth, but with a rectangular table!?  it was so odd and made the entire meal just awkward.  We just couldn't get comfortable.  To make matters worse, it was so loud in there, we couldn't even have a conversation unless we wanted to yell.  Final tidbit: they moved the register to the worst location possible.  While in line to pay (why can't the waiter just take our checks!?), you end up being in the way of ppl being seated and the wait staff.  It's a nightmare.  Ugg...I've had better experiences at the Hilliard-Rome location.  This used to be ""the"" location but not anymore..."
"27","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=20&sort_by=date_asc","Chasity L.","Columbus, OH",5,2011-04-30,"El vaquero is quite the dive bar, but well worth a visit. The food is great and they have some of the quickest service I've ever had. My husband and I frequent the place at least twice a month and love it. Very reasonable priced. The margaritas, cheese dip, and chips are a perfect appetizer!"
"28","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=20&sort_by=date_asc","Kara K.","Columbus, OH",4,2011-05-09,"One of my best friends was in town from Seattle & she asked specifically for El Vaquero.  I hadn't been in such a long time & it hasn't changed a bit.  To die for margaritas, chips, salsa, & chicken enchiladas.  I wish they offered black beans as an alternative to refried beans, but I don't know of many Mexican restaurants that do.  Service was quick & we were out in just over an hour."
"29","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=20&sort_by=date_asc","Walt S.","Columbus, OH",3,2011-06-23,"Lunch - it's always fast & hot.  That's a huge plus if a visit to El Vaquero is Monday thru Friday and you're a working stiff.  This info is enough for me to get to 3-stars... so long as the food tastes fresh and its mostly certainly does.I love veggies and my discovery of the E-V Veggie Burrito was a real eye-opener.  E-V drags the burrito through the garden, an old saying, which means you get loads of things.  What's so muy importante about a garden?  Red & green peppers, onions, mushrooms, a little lettuce and a nice light sauce (of some kind) all wrapped into a soft tortilla.  Big enough to overfeed yourself.The pre-meal chips.... their run-of-the-mill.  Warm - sure.  But not homeade by any stretch.  The salsa comes in petite crafts so you have more than enough to douse the chips with on each bite - a nice touch.Friends had the huevos rancheros and loved 'em.  Another had chicken enchilladas and liked those, too.  No beers or adult beverages were consumed but the beverage menu looked satisfactory.This E-V location has a nice patio;  not much ambiance as it is surrounding by the parking lot and faces Riverside Drive.  But it is covered, open-air and large.  I can envision margueritas being served at Happy Hour to great fanfare.3.5 stars would be better but I can't go all the way to 4-stars.  After all, it's refried beans, rice, and beef or chicken.  And loads of it if you're wanting big portions."
"30","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=20&sort_by=date_asc","Kate Q.","Columbus, OH",5,2011-07-19,"I don't care what anyone else says: I love this place.  I've been coming to this location since I was in high school (which, at this point, was many, many moons ago...sigh...) and it's still good.  True, I'm from Ohio and not Southern California, so I don't know how ""authentic"" it is, but again, I don't really care.  The food is good and cheap (really cheap), and the service is always fast and friendly.I have to note that this glowing reference is only about this location.  I've been to three others in town and have had anywhere from OK to terrible experiences.  The Dublin location on 161 is OK, the one in Gahanna is blah at best, and the one on Olentangy is plain terrible.  The Olentangy location double-charged my credit card and gave me such terrible food poisoning that I ended up in the hospital from dehydration.  Definitely wouldn't recommend going there.I am, however, a regular at the Riverside Drive location and definitely have a soft spot in my heart for this El Vaquero.  Maybe it's the fact that in all the years I have been coming here, not much has changed.  Maybe it's the fact that I know who's related in the restaurant and who's cousin is starting a business.  Maybe it's the fact that when I come in, I am always greeted by a smiling face genuinely asking me how I am.  I don't know what exactly makes me love this place so much, but I do.  I am pregnant now and El Vaquero on Riverside has been my number one pregnancy craving (Seriously, my husband refuses to go anymore because I eat here so much).  I plan to continue coming here for years to come and can't wait to bring my daughter!  Hopefully she hasn't grown too sick of eating here the last 7 months..."
"31","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=30&sort_by=date_asc","Brian D.","Dublin, OH",3,2011-07-24,"El Vaquero ? you are okay in my book. I was seated quickly and was promptly asked for my drink order, while being brought some warm chips, and salsa.  My drinks came out quickly and I browsed the menu with relative amusement as to how many  different options there really were to eat at this place. In my mind its always a bad sign for the menu to be multiple pages, but I decided on my entree. The salsa was good, there seems to be this trend at all the Mexican restaurants  in Columbus that I go to that makes the salsa watery, El Vaquero followed on the same path, but there was still a good kick and I Was pleasantly surprised. Food came out very quickly, my order of a chimichanga, which came with rice and beans, and guacamole salad was a good size for the price ( just under 7 dollars)Everything about my meal was satisfyingly, it was hot, and pretty tasty, but the chicken filling in my chimi was cold, and had a strange taste to it. I noticed that in the back of the menu they describe the chicken as being pre-cooked. It was indeed, dried out, and cold. IF they left it on the stove in a nice sauce, then it would have been much more enjoyable. Still the food was above average, and I have certainly had worse. I'll be back though, they seem to have a good happy hour, a decent sized patio for when it gets below 100 degrees and friendly attentive service."
"32","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=30&sort_by=date_asc","Tom P.","Columbus, OH",4,2011-07-29,"Was very excited to find El Vaquero. Have been looking for a hole in the wall type mexican restaurant. Even though this is a chain restaurant it fulfills the requirement. It's key is simplicity. Ordered the beef enchilada and beef taco which was made perfectly. Must order the white nacho cheese sauce which supplements it beautifully. My vegetarian wife always orders the bean burrito combo which she enjoys. Also 32 ounce beers are pretty cool."
"33","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=30&sort_by=date_asc","Stephanie K.","Columbus, OH",3,2011-08-16,"This chain used to be the extent of decent Mexican in Columbus.  While it is still usually good, it's no longer the best.  It's just ""A OK"" in my book.The service is almost always fast.  I've timed them before and received my meal 3 minutes after the time of order!  The food is good if you stick to the typical ""Americanized"" fare with rice and beans on the side.  It's heavy!  But if you venture for something different - say seafood, it's not so good.  I ordered the shrimp cocktail this visit.  I figure you can't really mess up shrimp cocktail right?  Wrong!  It was lukewarm shrimp floating around in a glass of shrimp water with some cocktail sauce.  Pieces of shell could be found on the shrimp. It was bland and narsty.  Blech.I also wish El Vac would offer things like ceviche, which is really good at Cucos (on Henderson) or beef lengua tacos that can be found at La Casita or Los Guachos (both on Bethel Rd)."
"34","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=30&sort_by=date_asc","Nicholas J.","Columbus, OH",3,2011-08-31,"First off, coming from Texas where Tex-Mex and authentic Mexican food are a way of life, it's difficult to replicate that it would seem in Ohio. Many friends and locals have told me that this is by far their favorite Mexican restaurant, but I have to say that I was pretty unimpressed. Their food doesn't taste authentic to me.The service here is good with friendly staff and relatively quick service. Being able to sit outside on the patio is always nice if the weather is amiable. Unfortunately for me, the food is not great or good. Instead I would have to say that it's merely ""OK.""One discrepancy that strikes me as pretty big on the occasions when I have dined here is that the chips are pretty thick. Whether this is authentic or not, I couldn't say. But, I prefer the tortilla chips to be more on the thin and crispy side rather than thick and heavy."
"35","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=30&sort_by=date_asc","Becca P.","West Sacramento, CA",4,2011-09-20,"Such terrible reviews on such an amazing place, whats the deal people!! ever since i moved to Columbus i have been on the hunt for some good Mexican food and i definitely found it!! Not the best i have had but ita up there Came here for lunch one day because it is close to my work and my manager was raving about it, boy was she right!! this place kicks ass! This location looks like a little hole in the wall place they i would have never even noticed if she hadn't told me where it was. From what i have heard this place is a chain restaurant? i would have never guessed! The food was amazing, i ordered the steak fajita taco salad and i was very pleased, one of the best taco salads i had ever tasted! They also brought out Chips and amazing salsa to start off withAs for the employees, very nice. .a little difficult to understand but that's what you get an ""authentic"" Mexican restaurant such as this one. They were fast and food was hot, fresh and delicious when we got it! I would recommend anyone who has never been here to go! ENJOY!oh and a side note, the bill is payed at the front door at a cash register so don't wait for them to come back to take your card, go straight to the front and pay =)"
"36","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=30&sort_by=date_asc","Mindy W.","Columbus, OH",3,2011-12-01,"Well, this poor place was under construction when we went, but they were still open.Service was slow, and we were the only folks there.  Food was delicious.  If I recall, I damn near licked my plate.Salsa and chips were tableside immediately, food was much slower to arrive.I hope things pick up for them once they are done renovating!"
"37","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=30&sort_by=date_asc","David M.","San Francisco, CA",1,2011-12-01,"Mexican food for people that have never enjoyed high quality, authentic Mexican food.   Its equivalent to McDonald's."
"38","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=30&sort_by=date_asc","Ashley P.","Columbus, OH",4,2012-01-23,"Of all the El Vaqueros in town, this is the one that I frequent most often. Their new re-model is great; no more vinyl walls hung on the patio for winter! Instead, they've enclosed the patio and added doors that can open up in the warmer weather.Food is great and fast; margaritas are delicious. Just try not to fill up on too much of the chips and salsa so that you can enjoy your meal. Service isn't always the best, but the food is so good that it doesn't even matter. I leave stuffed every time!"
"39","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=30&sort_by=date_asc","Heidi J.","Columbus, OH",2,2012-01-29,"Had a great time with a party of 9 in spite of the food. 1 order of veggie fajitas was all onion with a bit of green pepper. Hmmm...maybe my friend special ordered it- Nope, I guess not. The other order of veggie fajitas had a nice large piece of chicken in it, that my carnivorous friend enjoyed. Cheese dip appetizer did not come out until after the meal. Son ordered a side of pinto bean soup. After he ate them he asked me if they were ""supposed to be cold""- No... (""Well they were, like refrigerator cold"")We frequent all the El Vaqs- it is hit and miss, usually fast service and cheap if dining Sun-Thursday with coupons."
"40","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=30&sort_by=date_asc","Holly R.","Atlanta, GA",4,2012-03-19,"There is more than one El Vaquero in Columbus and interestingly enough my boyfriend insists that we drive by the one beside our hotel and drive to this location every time we are in town.If you are looking for good Northern Mexican this is your place.  The white cheese dip is to die for; I love to order it with the chips then put it on pretty much everything I order.  We have eaten here over ten times in the last two years and the service is always good and friendly and the food consistent and tasty.My boyfriend would kill me for giving this a four, he would insist on a five, I do like it, if I had a choice for Mexican I would always go here but I typically wouldn't choose Mexican so for that I give it a four."
"41","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=40&sort_by=date_asc","M A.","Columbus, OH",1,2012-03-19,"Long term patron and I'm not going back.  Menu prices up, food quality significantly down."
"42","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=40&sort_by=date_asc","Anthony R.","Columbus, OH",2,2012-04-10,"Went to the UA location for lunch today.  The remodel is very nice as I haven't been here since it's been done.  Someone's making alot of cash.  Was seated pretty quickly and had my order taken in a timely manner.  Food was decent although the serving size of the two chimichangas was small.  I remembered them being larger before.  I guess you keep the prices the same and just made the serving size smaller.After I received my food, I never saw my server except to drop off the check.  No stopping by to ask if I wanted a drink refill or if the food was OK or if I needed anything else.  Crappy service.There are a number of decent Mexican places in the area.  The food wasn't that great to warrant going back with this kind of service.  Hasta la vista El Vaquero.  El Lameo."
"43","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=40&sort_by=date_asc","Travis U.","Lakewood, OH",3,2012-04-19,"I've been here many many times. I'm really writing this review because I didn't have any 3-star reviews written. So, I thought to myself ""What place is just entirely mediocre--nothing special, but not bad either"" and this is what immediately came to mind--that has to say something. The food is always OK--the first meal I had here, the last one, and every meal in between have been pretty identical. The actual service has been quite inconsistent. I've stood around for 5-10 minutes before anyone even approached me about seating me--other times I am seated with a drink and chips and salsa within 2 minutes. You'll never be terribly disappointed here--you'll never have your socks knocked off either."
"44","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=40&sort_by=date_asc","Michael H.","Columbus, OH",5,2012-04-22,"Best El Vaquero by farVery nice people working and the food was hot and fresh.Will differently come back."
"45","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=40&sort_by=date_asc","Christina C.","Columbus, OH",3,2012-04-23,"Standard Americanized Mexican fare, but in a super duper fancy & updated building.After a 10-mile run I was craving ... dying ... must-stuff-face with... amazing Mexican. El Vaquero is pretty close to home so off I went in search of chips n salsa and a great patio to enjoy the weather.While the salsa was average, and the patio ended up being an enclosed patio with floor-to-ceiling windows that open wide to create an open patio-like space - which actually was really cool - the food ending up being OK and service was quite slow.The menu has nearly 100 items ranging from semi-authentic to totally americanized. Sifting through and narrowing down the options takes a bit, but the sheer number of combinations is impressive nonetheless.Everything is fancified in the building. Perhaps evidence of a recent renovation? From the enclosed patio to the bathrooms, definitely the nicest looking Mexican chain I've been to."
"46","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=40&sort_by=date_asc","Cara M.","Columbus, OH",1,2012-07-05,"I left my walet on the table by accident and when i returned to get it it had not been turned in to lost and found.  They did not seem to care"
"47","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=40&sort_by=date_asc","Trenk J.","Columbus, OH",4,2012-08-09,"To illustrate some points - per the other reviews - you can tell I'm a fan:Pluses:1) Yes, recently renovated - and it looks great!2) They do have serviche - they just call it ""Shrimp Cocktail"" it is misnamed :)3) Look through the menu a bit - ask the servers for their faves. The specials and the typical ""TexMex"" faves are not the best things on the menu, there are all kinds of hidden gems to be found!Minuses:1) If you go too early on a weekend - the food may not be as good as usual (maybe the cooks aren't morning people?)2) Wednesday seem to be packed! Try another day"
"48","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=40&sort_by=date_asc","Lauren C.","Columbus, OH",5,2012-10-24,"AMAZING service! GREAT food! FUN atmosphere!We are Friday night regulars at El Vaquero on Riverside for margaritas, chips & cheese, and dinner before heading downtown. We've never waited longer than 15 minutes for a table on a Friday night. By 8pm, the crowd typically dies down and you get seated immediately. A waiter is at your table within 2 minutes with chips and to take your drink order. Food orders never take more than 10-15 minutes. Margaritas are delicious; I recommend a pitcher of frozen strawberry!"
"49","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=40&sort_by=date_asc","Daniel N.","Columbus, OH",3,2012-10-30,"While I come here for the frozen margaritas, I stay for the service...and food. Their happy hour is long, the food is good, standard Mexican fair, and the service is amazing...to the point where you literally have to wait to order until right before you want to eat.  The food is out in 5-7 minutes every time."
"50","https://www.yelp.com/biz/el-vaquero-mexican-restaurant-columbus-10?start=40&sort_by=date_asc","Jessica C.","Fishers, IN",4,2012-11-12,"This was my second time visiting El Vaquero and I was as happy as I was the first time. My girlfriends and I have made the trip to Columbus for two years straight now for a cancer benefit and we've stopped for lunch both times here. I seem to be on a pork kick when I eat Mexican so I had the pork tips that came with beans, Spanish rice, and a guacamole salad. Yummy! The pork was super juicy and besides the rice (which I'm never a huge fan of) I cleaned my plate. They had recently remolded and it looked great inside. They enclosed there outdoor seating area which is where we were last year and I'm sure that helps them keep more business throughout the entire year. I definitely look forward to eating there again next year!"
